spotify_id,name,artists,album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5lK1HwtIeO6tIisPf3Dogc,我很不愛你,陳健安,2024-08-08,0.429,0.357,-9.368,0.0507,0.629,0.0,0.102,0.355,131.512
4bnx03kz0ZUQ8wKIHj1M3f,XRISOS,"Hawk, X ORFEAS",2024-08-08,0.797,0.485,-8.079,0.137,0.165,0.0302,0.108,0.0642,124.135
6YmEYabZiREAuzLqBUix4L,SORRY GIAUTO,"Hawk, X ORFEAS",2024-08-08,0.876,0.531,-8.484,0.0843,0.593,0.185,0.0916,0.144,125.99
2vmz1exAaJ7FmQmIAlotBJ,TOSO OSO PREPEI,Bossikan,2024-08-07,0.825,0.574,-9.109,0.328,0.0426,0.0,0.0857,0.189,93.97
2juOcPBmwyOsVh68vETO4i,TELEGRAM,"Bossikan, Lovd",2024-08-07,0.752,0.492,-14.04,0.262,0.231,0.0,0.255,0.593,144.993
44aVBwrB5qGHvsp9e8wVby,Peace - Nouvelle École,JYEUHAIR,2024-07-12,0.755,0.868,-5.311,0.0547,0.0214,0.0,0.113,0.511,115.066
1hZyHAA9e0G0eQ2WSNHkfM,Full,MHD,2024-08-02,0.857,0.638,-7.29,0.273,0.239,5.82e-05,0.0917,0.78,125.112
4KMULSjeSrEfJ7GHWtmHau,Kukapa ei,Juha Tapio,2024-08-09,0.768,0.873,-5.514,0.0382,0.0249,0.0,0.13,0.879,131.936
7simuF5RqcV2Sbz0oWESMe,Huominen ei löydä meitä,"Edicti, Ville Veikka",2024-08-08,0.685,0.595,-6.22,0.0366,0.251,0.000169,0.345,0.374,126.03
76DAOP9X3FuBHlVEBkr5Jl,Like I Can (feat. Aitana),"Sam Smith, Aitana",2024-08-09,0.69,0.457,-8.734,0.0317,0.429,1.63e-06,0.105,0.451,100.002
5H8aIaXy4s3zPQaVanhdep,"keerutan, keerutan","säm, kaw",2024-08-08,0.666,0.782,-4.501,0.108,0.301,0.0,0.182,0.586,137.964
4LBbFRJsMzjHSZwupmDPWq,mis minuga saab?,"ALIKA, villemdrillem",2024-08-01,0.506,0.798,-8.774,0.113,0.147,0.000471,0.165,0.236,150.852
48VxUAyrLAnOr39ck1cJV5,OMG,"Chapo102, Bausa, Miksu / Macloud, 102 Boyz",2024-08-08,0.733,0.49,-7.417,0.0687,0.338,2.82e-06,0.261,0.502,72.798
2z2mtUsSLJXYpoZgjA7qAR,Arielle,"Azet, Albi",2024-08-09,0.848,0.696,-6.774,0.223,0.0786,0.00135,0.0935,0.504,129.992
7ttbb6KZNMhkCw4PuASjxz,LUNA DILE,"Gino Mella, Julianno Sosa, Moustache",2024-07-04,0.714,0.902,-3.38,0.0479,0.0644,0.0,0.218,0.568,93.964
62hm56LzXG1z2Qfn2Y1qDT,MOSCOW,"Aarne, BUSHIDO ZHO, Markul",2024-08-09,0.834,0.716,-5.457,0.117,0.248,0.0,0.12,0.47,138.026
0bbltOPNiLomKuJFtRBJ2t,ЧУВСТВА,"Aarne, BUSHIDO ZHO, ATL, АДЛИН",2024-08-09,0.834,0.677,-6.761,0.222,0.238,0.0239,0.219,0.428,139.991
20oDX6ZLQmWIipsWKdADyw,Poesia Acústica 16,"Pineapple StormTv, Tz da Coronel, MC PH, Filipe Ret, MC Ryan SP, Lourena, L7NNON, Orochi, Ana Castela, Xamã, Salve Malak",2024-08-08,0.806,0.319,-16.169,0.0821,0.151,0.674,0.169,0.188,133.995
6XjDF6nds4DE2BBbagZol6,Gata Only,"FloyyMenor, Cris Mj",2024-02-02,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.0899,0.669,99.986
5SefJrw27Juf3N9eGhNHi3,Banyana,"Mid9t, Officixl Rsa",2024-02-27,0.902,0.363,-15.195,0.0884,0.0262,0.537,0.0898,0.274,112.002
5lO0adlnChR0djgs3GbCiG,Bala (feat. SYKES),"Kelvin Momo, Sykes",2024-08-02,0.799,0.704,-10.982,0.0563,0.0147,0.000374,0.189,0.538,113.998
6v2F90xvuPxVUsx9d12T2b,"Khuthuzile (feat. DJ Maphorisa, Pushkin & Kabelo Sings)","Xduppy, Scotts Maphuma, Mellow & Sleazy, DJ Maphorisa, Pushkin, Kabelo Sings",2024-07-19,0.893,0.486,-9.596,0.0578,0.0625,0.00013,0.0597,0.359,111.008
6lhwqbxrVsfCdTpfb7ga34,"CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)","ANH TRAI ""SAY HI"", Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân, Bảo Anh",2024-08-05,0.633,0.742,-6.789,0.108,0.54,1.13e-05,0.309,0.531,82.038
7q1dN0WQpTigZjz2KhPl7p,Roba Mario,Junior Caldera,2024-06-26,0.809,0.742,-5.406,0.426,0.264,0.0,0.046,0.681,122.168
3TlghSCu53YEUigL9RuqnU,Déjame Entrar,Rauw Alejandro,2024-07-18,0.674,0.7,-5.809,0.0473,0.342,3.57e-05,0.0994,0.255,102.031
5PCGEfALcpGtURIuTqvX0R,PELIGROSA,FloyyMenor,2024-07-12,0.776,0.442,-8.99,0.0575,0.319,1.31e-05,0.0723,0.838,100.021
4yyCGGdTVaYG17vhsrUPoL,APAGA EL CEL,"FloyyMenor, Lewis Somes",2024-05-17,0.696,0.496,-7.532,0.0365,0.273,0.000397,0.0626,0.476,100.025
3e5gPPx7MTGoYffXH70Tqf,I' AM,Milo j,2024-07-11,0.516,0.736,-5.955,0.146,0.32,0.0,0.211,0.635,87.416
1xLzlr72jRS1ZJO0JZrbeb,SOS,"Aarne, BUSHIDO ZHO",2024-08-02,0.88,0.728,-6.099,0.265,0.0874,0.0,0.0913,0.561,141.017
0fu7d7LgXjClCkgBmnNlc0,Sana Yıldızları Ödediğimden,Bengü Beker,2024-02-16,0.33,0.501,-9.028,0.037,0.49,0.0,0.243,0.411,112.305
4zQVuHIZnQryGz0qdWkrck,RED BULL 64 BARS,Szpaku,2024-08-06,0.626,0.739,-4.725,0.268,0.0245,0.0,0.25,0.634,168.607
6RNews4WFfXv1fJdwL0ZQb,Tenke Sjæl,UNDERGRUNN,2024-04-25,0.773,0.714,-3.885,0.0479,0.206,0.0,0.55,0.5,114.004
1FdncxahefhSPAE1npIMCk,Stiekem ‘24,"Zoë Tauran, Jonna Fraser",2024-05-10,0.827,0.634,-5.408,0.184,0.0111,1.03e-05,0.102,0.525,104.003
2TOk5OzW5sL83ndKYZJmU7,Active,"Asake, Travis Scott",2024-08-06,0.901,0.54,-10.503,0.0515,0.00387,0.000154,0.0571,0.507,112.999
780BUxpCmW9vOVYZsqdLLE,Wave,"Asake, Central Cee",2024-06-20,0.543,0.7,-7.831,0.16,0.443,0.0,0.077,0.37,111.948
2T5GZC1hlOr9DahCK2WnFy,Casablanca,Seyi Vibez,2024-07-12,0.559,0.62,-5.552,0.0611,0.228,0.00103,0.0866,0.532,159.403
7vdGiPrjK0gJBoZE8UhDMJ,Uptown Disco,"Olamide, Fireboy DML, Asake",2024-06-26,0.573,0.832,-7.975,0.299,0.19,0.0,0.0937,0.517,153.215
4Qag5L7G1QEDSza9ygRntZ,LAST WEEK,Ayo Maff,2024-07-18,0.832,0.461,-5.377,0.0574,0.747,0.0,0.111,0.592,120.015
6MM54UW97YvBPPz2Z0Eokf,Hmmm (feat. Davido),"Chris Brown, Davido",2024-04-10,0.764,0.829,-6.701,0.038,0.00665,0.000189,0.213,0.614,113.04
4lU9my0De9qwdzOyuWQFJH,HEIS,Rema,2024-07-10,0.759,0.905,-4.779,0.0458,0.166,0.0,0.149,0.375,125.976
1A1ifX8sWzelNpkL5PxcHT,Last Heartbreak Song (feat. Giveon),"Ayra Starr, Giveon",2024-05-30,0.685,0.624,-5.101,0.235,0.318,0.0,0.107,0.618,89.972
74CA9T8IpFzrLNFV6EoY3a,Adenuga (feat. Qing Madi),"Joeboy, Qing Madi",2024-04-17,0.594,0.789,-4.847,0.051,0.289,0.0,0.166,0.351,114.086
0C27Rm4T8UXUEnLyA6Q0Aj,Allt Sem Ég Þarf,"FM95BLÖ, Steindi Jr., Sverrir Bergmann",2024-07-24,0.472,0.585,-7.404,0.0306,0.00612,0.0,0.134,0.11,139.956
3yxUi5nDZSWcYKi1C2xmLd,"Mere Mehboob Mere Sanam (From ""Bad Newz"")","Udit Narayan, Alka Yagnik, Anu Malik, Javed Akhtar, Lijo George-Dj Chetas",2024-07-13,0.723,0.92,-2.807,0.209,0.0681,1.1e-05,0.302,0.683,114.902
1Dun90OyVqpId8DTYivlCz,DYSKOLA,Bossikan,2024-08-07,0.8,0.64,-10.46,0.057,0.19,0.0112,0.0837,0.6,127.981
0YXYyaO1htrSUjdL79yp9n,HABIBI,"Bossikan, M3NOS",2024-08-07,0.422,0.707,-7.644,0.206,0.0663,0.00254,0.0961,0.2,81.133
1FEebAg4bMVFMxOOtJ7RSX,EGW KAI ESU,Bossikan,2024-08-07,0.709,0.493,-12.239,0.25,0.12,0.0,0.122,0.556,122.999
2RqZ8JUBXP4C0nzttGnTL1,Avec classe (feat. Aya Nakamura & Trinix),"Corneille, Aya Nakamura, Trinix",2024-02-02,0.773,0.693,-6.929,0.0544,0.333,0.0,0.111,0.414,105.025
4VDEbsqJED0VOLm7sF21su,TRAFIK!,"Käärijä, Joost",2024-07-12,0.69,0.905,-3.477,0.285,0.00687,0.000163,0.814,0.881,165.074
0Z0Y0HYw1LyhPh6JHUn8iz,Taustapeili,AHTI,2024-05-31,0.735,0.625,-6.314,0.043,0.203,0.0,0.419,0.841,150.057
57B9XH31E2UYEnQ5mppQdz,YA NO VOLVERÁS,"Cris Valencia, El High",2024-07-19,0.767,0.578,-5.135,0.0483,0.102,0.0,0.0649,0.694,99.94
5QpcLTQjh0qO7OIuR9q8IR,Morar Nesse Motel,Gusttavo Lima,2024-06-27,0.723,0.751,-2.767,0.0415,0.299,0.0,0.347,0.68,116.089
7z3PblAN3dH1JMewiRydkZ,GIRLS,The Kid LAROI,2024-06-28,0.731,0.734,-3.145,0.0515,0.0382,1.67e-06,0.353,0.797,101.008
4Fjwt9hDxbVHQcEU8vzL3x,Terapia de Choque - Remix,La Fiesta DJs,2024-08-08,0.728,0.751,-6.511,0.0553,0.0957,0.0,0.0878,0.929,101.984
342mfIy5mttfkwgjCMq7GJ,Terapia de Choque (Mashup),Dj Agus Lima,2024-08-06,0.729,0.888,-4.179,0.0509,0.143,0.0,0.159,0.868,102.004
3L6lyGKHwhY7NUkj5w7src,San Turrona (Mashup),Dj Agus Lima,2024-08-06,0.65,0.544,-3.556,0.353,0.111,1.86e-05,0.133,0.941,93.53
6BqnE3hiqtywrLMJ3ulYDp,รถไฟบนฟ้า,D Gerrard,2024-01-05,0.55,0.569,-6.801,0.0583,0.718,0.0,0.498,0.465,177.714
2lX53kXvYnvpV8Vqfe4S7s,Sadqay,"Aashir Wajahat, NAYEL, Nehaal Naseem",2024-02-01,0.747,0.535,-8.151,0.0454,0.119,0.611,0.111,0.479,101.055
0ww0GM0f5USzNZidkcoCVX,Big Big Things (feat. Kizz Daniel & Seyi Vibez),"Young Jonn, Kizz Daniel, Seyi Vibez",2024-04-12,0.492,0.686,-6.97,0.14,0.28,0.0,0.137,0.392,109.802
6p8SZOytmthKLKfB95viaY,EYES ON YOU,Kana Nishino,2024-07-05,0.723,0.852,-2.279,0.0287,0.317,0.0,0.303,0.573,105.024
22v0nQAXYjRlRcO9KFKYgN,All Eyes On Me,"Trannos, Kidd",2024-07-12,0.862,0.73,-4.831,0.0393,0.21,0.0,0.0865,0.964,120.049
4g7r6dnXdMG2NriZNXCvJS,F16,"RACK, Dani Gambino, Beyond",2024-06-13,0.699,0.945,-6.258,0.0599,0.0155,2.44e-06,0.127,0.104,119.949
2ZgZ0RIEVmxUwCZzLTYFoh,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",2024-07-05,0.895,0.76,-4.085,0.337,0.413,0.0,0.0822,0.482,110.017
7Lfwb4IjZiNYGuqtP65kIc,FRIED,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.571,0.632,-8.38,0.0304,0.0137,3.26e-05,0.394,0.171,150.062
49mBZ5hZmYQg2JPuqnProx,Este o Este (Mashup),Dj Agus Lima,2024-08-06,0.901,0.699,-4.902,0.134,0.0686,0.0,0.279,0.422,102.988
1TyAcJdsn2qhZSqdL7yO0n,Tekila,"Alex Sensation, Dj Adoni, Jeon, Kiko el Crazy",2024-07-26,0.745,0.888,-4.059,0.0513,0.0396,3.17e-06,0.0888,0.921,124.99
6jhyGjIp13xH6cyQzQg2qx,Si Antes Te Hubiera Conocido (En vivo),Luchy DR,2024-07-05,0.846,0.623,-9.579,0.0643,0.249,0.00041,0.0912,0.931,129.037
7o36LLyxkSPiEhjQEW54qp,Verknallt in einen Talahon,Butterbro,2024-07-23,0.663,0.683,-5.459,0.0465,0.299,0.0,0.223,0.861,123.136
4W87Hv4pBFsE0JEi7enRBQ,Malvada,"TrapLaudo, Mc IG, MC PH, MC Ryan SP, Mc Don Juan, Dj Murillo e LT no Beat",2024-06-20,0.646,0.627,-8.304,0.439,0.581,0.0,0.112,0.657,122.904
3EQjXzlXY0dyOovq0Awe91,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",2024-07-15,0.529,0.394,-6.987,0.0413,0.763,0.0,0.291,0.649,131.018
193luTcDfusSUv3yqs1gGj,"CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)","ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY",2024-07-08,0.461,0.807,-4.837,0.0694,0.0626,0.0,0.21,0.439,120.006
2SmnoPHetB88xJwC6HJHGv,"LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)","ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh",2024-07-08,0.784,0.582,-4.629,0.0502,0.411,0.0,0.112,0.443,122.995
6s9xQXSKc8tYMe1ZH5aiYs,"ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)","ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh",2024-07-15,0.803,0.551,-5.483,0.0867,0.722,0.0,0.3,0.699,110.133
7KhdmSkSsouQhiSCFad0Ou,escala en Panamá,Danny Ocean,2024-07-18,0.72,0.746,-5.577,0.0498,0.0106,0.0,0.089,0.0676,106.97
7gdRZLMXECnJ8HnZYm5N23,ภาพเรา (Good Quality Picture) - Ost. บัส ซิ่ง ไทยแลนด์,BUS,2024-07-27,0.577,0.697,-4.365,0.0602,0.453,0.0,0.102,0.486,176.063
64Wx8rvZgTwXgoVrapW1mj,Rockstar - Instrumental,LISA,2024-06-27,0.769,0.453,-6.89,0.106,0.0203,0.0314,0.06,0.288,139.987
4ZlXMudBkzL4izYJzY7xBU,Wells Fargo,"Vibez Inc, Tml Vibez",2024-05-01,0.413,0.861,-7.101,0.0843,0.0689,0.0,0.138,0.468,85.3
55nKxeuQ63YLqhtxPWMCgN,"APALA DISCO (feat. Wizkid, Seyi Vibez & Terry Apala) - Remix","DJ Tunez, Wizkid, Seyi Vibez, Terry Apala",2024-06-21,0.77,0.656,-8.798,0.133,0.299,0.0,0.0597,0.874,97.951
61OsemtnuPJ5R0LMEkw60S,Entre las de 20,"Bizarrap, Natanael Cano",2024-04-02,0.774,0.736,-6.157,0.0452,0.0933,0.0,0.112,0.685,135.788
6bQftLbIxlg6uMXEL77h1a,Mahboul Ana,Lazaro,2024-07-15,0.523,0.709,-9.403,0.0928,0.191,8.86e-06,0.109,0.588,143.969
2JZJYzawCZz7NFWS4NpxwI,All or Nothing,Mama Crow,2024-01-11,0.315,0.416,-10.91,0.0379,0.614,5.29e-05,0.0936,0.299,75.141
0ShUHmWaz48KgyjaOG7Tpv,ビビデバ,Hoshimachi Suisei,2024-03-23,0.667,0.818,-6.661,0.0457,0.0145,5.74e-06,0.0781,0.919,119.97
5v1yAVGillOAN3yqJ6pmPL,PROMOTION,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.775,0.316,-11.591,0.447,0.262,0.0,0.0853,0.268,157.022
1AIbZL0CDlzTJ1Bv4kBP4G,SLIDE,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.749,0.802,-5.78,0.0858,0.0258,0.0,0.118,0.443,107.996
2wlkl35Mz8q7rSlHF6ZxQ7,Annan Hring,"PATR!K, Herbert Guðmundsson, Bomarz",2024-07-05,0.589,0.863,-7.454,0.102,0.0299,0.0,0.349,0.827,169.951
3GAakFyEFST6xI7aVaI2zh,G Stands for Geezer,Plenty In The Tank,2024-07-28,0.8,0.48,-15.468,0.374,0.447,2.44e-06,0.519,0.48,134.908
70xt0VZFShxSbfhTg3NcmF,Don't Turn The Bass Down,"L'Entourloop, Azahriah",2024-05-22,0.738,0.45,-7.726,0.442,0.271,3.16e-05,0.109,0.688,79.654
6YO3wxivgRbms3OrqvfnXY,Godthåbsvej,URO,2024-04-12,0.698,0.603,-6.432,0.0323,0.104,0.0,0.174,0.352,130.003
2AfkO7eCM0UvVAXpVQWNBi,god dag,"andreas odbjerg, Lamin, Ida Laurberg",2024-06-21,0.8,0.631,-5.746,0.073,0.0125,0.0,0.0783,0.887,149.978
2OLLAyKFh6o550MtOXDmtB,Verknallt in einen Talahon,Butterbro,2024-07-23,0.663,0.68,-5.069,0.0487,0.283,0.0,0.294,0.815,123.206
4awSm1QqlLxMW58vi428bq,Minnie <3,"Kidd Voodoo, Daiko 02",2024-02-29,0.708,0.889,-2.883,0.045,0.318,0.0,0.294,0.771,98.067
6ifISefylcgPQksE0gmcVY,A Última Dança,Matuê,2024-08-04,0.597,0.857,-3.023,0.0325,0.0547,0.000182,0.474,0.0942,150.103
7tcO4ICvtftGWI19MnUJXM,Honey Babe,Matuê,2024-08-04,0.398,0.845,-1.656,0.0901,0.115,0.0,0.245,0.228,139.81
76LJNZFUi9NOGkpZnIIRVX,Beautiful nightmare (interlude),AMEE,2024-08-02,0.603,0.515,-10.628,0.0479,0.744,0.619,0.236,0.279,109.958
5NNq3XWctTpeywNXk7gXSp,Dale Don Dale,anybxr fuhrxr,2024-08-04,0.801,0.721,-3.454,0.0618,0.161,3.95e-05,0.0494,0.545,121.966
3XTvetIFJn7H8mOYp4yGgP,VALIDARE,"Oscar, IDK, Yakki",2024-08-02,0.829,0.708,-5.632,0.142,0.104,0.0,0.108,0.184,101.994
5iQbpxi3Oquf2ELA6vIFur,5 milionów influencerek,Chivas,2024-07-09,0.544,0.664,-8.565,0.0352,0.403,0.0,0.0969,0.656,149.927
1kW728xFsRBvunN1yiTsNf,Ilashe,"Ruger, Bnxn",2024-04-17,0.811,0.754,-6.868,0.0603,0.0372,0.000247,0.119,0.451,115.02
0hPIuo3qZgyjDKJTI7xu8A,Bunga Abadi,Rio Clappy,2024-03-01,0.436,0.413,-8.512,0.0257,0.462,0.00201,0.116,0.268,79.039
3mzSzoAPvteMqisimpJf4b,Arga,"Light, Trannos",2024-02-14,0.744,0.597,-7.697,0.0532,0.392,0.0,0.261,0.508,97.992
0m0EGs9EklyrLpsWlw38F1,Vroum Vroum,"Trannos, Corle",2024-07-12,0.761,0.68,-7.902,0.184,0.108,0.0,0.135,0.359,160.02
4xEYeY9OSYP7c8dSwlpBFD,Só Vou Namorar,"Mc Daniel, MC Ryan SP, Kotim, Blakbone",2024-07-11,0.57,0.692,-2.111,0.0487,0.385,0.0,0.0663,0.687,81.43
5btaxbk6nG46VQTyLpBxTu,"Топ, топ, топ","Toni Storaro, Kiril Kirilov, Alisia",2024-03-29,0.829,0.857,-5.552,0.0505,0.0784,2.28e-06,0.0743,0.306,135.024
5YU6E3o8PGh6MoqVIyOBih,LET'S GO,Jaden Bojsen,2024-07-05,0.8,0.715,-6.79,0.0861,0.016,0.545,0.122,0.597,128.997
0r7Z4UhoyynuMZcDF1VUTf,Dale Don Dale,Resital,2024-08-04,0.799,0.734,-3.954,0.0559,0.155,8.46e-05,0.0527,0.552,121.957
2TboIe90FL9Pc7I7Qf11UV,OF OF OF,iwhinky nora birkan,2024-08-04,0.856,0.665,-9.311,0.266,0.236,0.0,0.0646,0.741,120.071
4hm8BZ7nLceFNZUexWTxx4,530,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.538,0.406,-9.068,0.116,0.483,0.0,0.38,0.365,101.317
7JMtl41kGPDlzxsH3FkkqD,MTG QUERO VER SE VOCÊ TEM ATITUDE,Dj Luan Gomes,2024-07-02,0.669,0.291,-1.091,0.497,0.479,2.34e-05,0.17,0.391,84.435
0qNn2f6o9fIva9rjQw6r74,to nie koniec z wami,Chivas,2024-08-01,0.409,0.571,-8.468,0.0882,0.612,0.0,0.0945,0.31,74.649
3VoiH20aQU7IbbgVidWE5P,Carrousel,"Saad Lamjarred, Enesse",2024-04-19,0.482,0.713,-5.666,0.204,0.584,0.0,0.107,0.768,90.009
2WsIhIkXnoXSQ4NjdnhjIN,Töfrar,Jóhanna Guðrún,2024-06-06,0.575,0.508,-8.507,0.0309,0.0307,0.000291,0.0942,0.25,83.946
0TrsGqtFXMWCrF9pPMICY9,Paon Ki Jutti,"Jyoti Nooran, Jaani, Bunny",2024-05-06,0.726,0.714,-4.661,0.187,0.338,0.0,0.247,0.612,116.043
6u9tu5yRDTHpWlY86J1GDa,Nem a Pau (feat. Simone Mendes) - Ao Vivo,"Yasmin Santos, Simone Mendes",2024-06-27,0.754,0.794,-4.156,0.0645,0.604,0.0,0.801,0.553,101.978
6IFMz6Buh3dKoUjULWE26n,Página De Ex - Ao Vivo,Mari Fernandez,2024-07-18,0.709,0.915,-2.701,0.0463,0.272,0.0,0.233,0.926,164.007
0RGT83DJ256Fxg4f6vcsgq,Starata ni pesen,Preslava,2024-08-01,0.736,0.885,-4.692,0.142,0.0121,0.0,0.101,0.818,89.972
48lcmlbwm4VHcOfXqWlVbx,Kokotela (feat. Scotts Maphuma & Gipa),"Mellow & Sleazy, Eltee, LeeMcKrazy, Scotts Maphuma, Gipa",2024-02-23,0.89,0.629,-8.598,0.0537,0.0316,0.00417,0.0775,0.237,112.007
1tvDDR0ZAowEqKLN15g7tH,Wenhliziyo Yami,"Zwide, Umafikizolo, uMehlabomvu",2024-02-10,0.689,0.649,-7.011,0.0336,0.638,0.206,0.0915,0.97,146.066
6UrsyvM8b3RMperY8vybgK,TIME MOVING SLOW,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.777,0.607,-8.227,0.199,0.176,0.0,0.228,0.261,120.866
3OIzMTyg6PIV2ZsefS3O2n,DEAD,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.868,0.425,-10.0,0.388,0.0455,3.86e-05,0.108,0.145,134.044
27N2bd3ait2QOnprc4seCK,RIVER,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.709,0.415,-10.811,0.0876,0.203,0.0,0.146,0.292,131.929
249MAyb50uYCBMck0hSpz3,LIFESTYLE,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.632,0.568,-6.915,0.344,0.377,0.0,0.126,0.587,74.956
51Ku9WXBmDgg9Ni5jg5kuR,HUSBAND,"¥$, Kanye West, Ty Dolla $ign",2024-08-03,0.571,0.235,-11.737,0.202,0.838,4.54e-06,0.111,0.195,149.79
2D4DUc5XU6p8iBmzjPH9AZ,HERO,"Kizo, Bletka, clearmind, papablessbeatz",2024-06-19,0.718,0.761,-6.839,0.129,0.118,3.82e-05,0.166,0.562,143.057
3uN27f0O5xfPmEtw1JoroP,Ratata,La Fuente,2024-03-29,0.886,0.83,-4.745,0.123,0.00404,0.0777,0.0338,0.921,127.002
4uL9uKOOrtjuAoXLaeDyoa,דרבק,Moni,2024-05-23,0.883,0.673,-6.363,0.113,0.00734,0.0146,0.0717,0.485,130.033
5ZLL6wYXeqg0k35ZkDRfhZ,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",2024-06-21,0.577,0.904,-3.817,0.033,0.0018,0.0,0.308,0.861,119.033
3wszhvnFWgMXzYGJVQweII,Ingelosi,"Da Gifto, Brandon Dhludhlu",2024-01-28,0.855,0.602,-7.837,0.0534,0.00144,4.58e-06,0.0329,0.562,114.02
5WIKVELHZYJ4vl3x3xlbZD,Ổ Quỷ,"DMT, Dangrangto, TeuYungBoy, summerdayy, Rocky CDE",2024-02-05,0.897,0.535,-10.331,0.287,0.00455,0.0,0.085,0.429,81.998
4kCGXKoHyfvpSF535X4Z4p,SERIO CON ESE Q,"Omar Courtz, Anuel AA",2024-07-25,0.693,0.775,-4.244,0.0665,0.296,0.0,0.232,0.501,93.013
5u7Xi0QhfkYy3qETJJ5lae,Samba de Malandro,"MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",2024-03-14,0.633,0.463,-4.479,0.353,0.124,0.0,0.247,0.827,92.615
0E7BHJOqSKVPF7rjgazKOe,Din i kveld,"Broiler, Randi Oline",2024-08-02,0.69,0.803,-5.509,0.0476,0.211,3.08e-06,0.0591,0.329,127.079
6vnToAh7RIRYU4XMM2Wir4,Santorini,Seyi Vibez,2024-07-12,0.669,0.703,-6.113,0.0581,0.0788,1.9e-05,0.157,0.762,108.123
46r8XGC6pHS7EEgn6xjrXD,CHIRON,Tchubi,2024-06-13,0.539,0.605,-9.054,0.368,0.0762,1.79e-05,0.27,0.518,95.494
57L5EYzCfHS7Jd58rV33lW,HIGHJACK,"A$AP Rocky, Jessica Pratt",2024-08-02,0.61,0.682,-4.877,0.123,0.318,0.0,0.321,0.694,142.966
2H7euNHOF7uADN6dfsWoZa,Cosmic,Red Velvet,2024-08-01,0.718,0.565,-4.613,0.0537,0.0296,0.0,0.169,0.654,105.949
7xCERkcrLa4ICfYztdIFJ5,O primm post,Cosang,2024-08-02,0.574,0.875,-4.949,0.0852,0.0857,0.0,0.313,0.143,100.048
5lWJY6ZvKEcza921CaWL5I,Se SipPo La LeaN,"yungest Moonstar, thasup",2024-07-26,0.71,0.823,-4.447,0.0615,0.0084,0.0,0.0986,0.197,132.051
61PswshZBCBEJknkgkvgGS,Miklu meira en bara tyggjó,"HubbaBubba, Gugga í Gúmmíbát",2024-08-02,0.729,0.71,-6.131,0.217,0.313,0.000122,0.0823,0.485,128.21
3Y1EvIgEVw51XtgNEgpz5c,Von dutch,Charli xcx,2024-06-07,0.706,0.698,-5.679,0.0537,0.00298,0.00375,0.116,0.648,130.013
5uIy18j51mPvUhDcrGuj1p,Kongen Af Danmark,"Malte Ebert, Herrelandsholdet",2024-05-24,0.627,0.878,-5.52,0.0403,0.00487,0.0,0.33,0.645,137.984
7liiiDKC9RGse15pDsze8I,Blockjunge,Samra,2024-08-02,0.48,0.686,-6.788,0.392,0.136,0.0,0.106,0.366,93.536
2OnRAIXiSAiw3ACAvPRi8d,HELIKOPTER,AK AUSSERKONTROLLE,2024-08-01,0.81,0.766,-6.94,0.0716,0.0266,0.00551,0.0904,0.168,123.942
68HZdKRvIVj3ZNNCvsdbAr,Van Cleef,MERO,2024-08-01,0.787,0.775,-4.923,0.0377,0.0698,0.000507,0.2,0.734,127.998
2OcddgkDq1HKmtyRy41iYw,Lass es zu,Nimo,2024-08-02,0.848,0.909,-4.231,0.039,0.0302,1.83e-06,0.0888,0.851,120.966
2VgLF1R5P4tunR4BPmj1xW,Arbeitsamt (feat. Abdï),"Amo, Celo & Abdi",2024-07-31,0.871,0.66,-6.512,0.0961,0.181,6.37e-05,0.128,0.528,134.844
