spotify_id,name,artists,album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2024-08-16,0.521,0.592,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,2025-01-05,0.625,0.131,-27.405,0.0717,0.177,0.218,0.0807,0.032,136.02
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",2024-12-06,0.777,0.783,-4.477,0.26,0.0283,0.0,0.355,0.939,149.027
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,2025-01-05,0.168,0.00332,-46.113,0.0615,0.192,0.79,0.112,0.219,119.387
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,2024-05-17,0.747,0.507,-10.171,0.0358,0.2,0.0608,0.117,0.438,104.978
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",2025-01-31,0.768,0.775,-5.06,0.0466,0.069,2.96e-06,0.138,0.6,119.999
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,2025-01-05,0.142,0.195,-20.024,0.139,0.265,0.995,0.204,0.12,137.922
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,2024-10-18,0.554,0.808,-4.169,0.0368,0.214,0.0,0.159,0.372,108.548
3AWDeHLc88XogCaCnZQLVI,Cry For Me,The Weeknd,2025-01-31,0.647,0.645,-6.425,0.0303,0.0871,0.0,0.671,0.422,120.098
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,2024-06-21,0.798,0.562,-5.913,0.0375,0.11,0.00606,0.122,0.647,110.991
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,2025-01-05,0.148,0.604,-35.032,0.0588,0.921,0.453,0.405,1e-05,106.295
7DY756WOLyOz2Xnhw4EFiC,São Paulo (feat. Anitta),"The Weeknd, Anitta",2025-01-31,0.538,0.658,-7.273,0.076,0.0385,0.000146,0.573,0.553,127.322
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",2024-11-21,0.707,0.575,-7.546,0.125,0.251,0.0,0.248,0.576,138.008
63EQbNhgaih4yg5412usWG,Loco,Neton Vega,2024-12-20,0.849,0.708,-5.502,0.0686,0.0741,0.00768,0.139,0.632,91.981
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,2024-07-19,0.66,0.756,-3.743,0.032,0.00289,0.0,0.193,0.838,116.034
7d6yK8v8J484SWH5prIQiE,VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",2025-01-05,0.613,0.981,-18.638,0.149,0.29,0.0023,0.437,0.0337,101.852
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,2024-07-26,0.494,0.413,-10.432,0.0254,0.682,6.72e-05,0.193,0.273,94.938
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,2025-01-05,0.36,0.464,-29.598,0.0702,0.749,0.859,0.0825,0.184,63.662
5ehXToeJ8Tgc4wMhY42Oul,Wake Me Up (feat. Justice),"The Weeknd, Justice",2025-01-30,0.597,0.522,-8.918,0.034,0.00426,0.00102,0.492,0.153,110.976
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,2024-08-23,0.699,0.776,-5.282,0.0293,0.131,5.36e-06,0.205,0.708,103.963
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,2024-05-17,0.467,0.247,-12.002,0.0431,0.612,0.000271,0.17,0.126,148.101
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,2024-06-21,0.924,0.668,-6.795,0.0469,0.446,0.000594,0.0678,0.787,128.027
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,2024-04-05,0.7,0.582,-5.96,0.0356,0.0502,0.0,0.0881,0.785,116.712
5WEF0icHWmAZBBMglBd599,WELTiTA,"Bad Bunny, Chuwi",2025-01-05,0.458,0.297,-32.354,0.6,0.866,0.329,0.346,0.357,96.14
0stJVUUSrbEwyFHOp2dRu0,Open Hearts,The Weeknd,2025-01-30,0.658,0.753,-5.939,0.116,0.00301,0.000469,0.204,0.333,123.983
5Z75FvRFiultmPFWHx5jQ7,7 Dias,"Gabito Ballesteros, Tito Double P",2025-01-31,0.838,0.746,-3.749,0.0614,0.386,0.0,0.0839,0.577,111.913
0bxRSMz5WY1VuMmOhanE4b,Baptized In Fear,The Weeknd,2025-01-30,0.564,0.513,-7.596,0.0325,0.138,0.0,0.379,0.419,123.976
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",2024-11-15,0.833,0.563,-5.593,0.204,0.528,1.27e-05,0.139,0.343,105.008
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,2024-04-05,0.472,0.471,-5.692,0.0603,0.151,0.0,0.14,0.219,105.029
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,2024-08-02,0.746,0.317,-11.982,0.0342,0.933,0.0186,0.121,0.585,97.49
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",2024-11-22,0.855,0.529,-6.679,0.263,0.0837,0.0,0.423,0.548,100.036
2gyHr9WqZeMtzJOpWGuGo6,"Reflections Laughing (feat. Travis Scott, Florence + The Machine)","The Weeknd, Travis Scott, Florence + The Machine",2025-01-31,0.33,0.355,-9.703,0.0355,0.135,0.00726,0.131,0.0382,79.818
0LTwdL5yZ6YOTEGUQPFuSN,ROSONES,Tito Double P,2024-12-05,0.802,0.726,-5.939,0.0318,0.704,9.7e-06,0.117,0.604,120.129
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,2024-08-23,0.674,0.907,-4.086,0.064,0.101,0.0,0.297,0.721,112.964
2zOmS55knKWSgScYPTNmGQ,Sports car,Tate McRae,2025-01-24,0.863,0.804,-3.685,0.0346,0.0542,0.000685,0.0946,0.874,106.986
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",2024-10-28,0.392,0.555,-6.707,0.039,0.287,0.000253,0.13,0.191,96.063
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",2024-11-15,0.687,0.627,-4.975,0.181,0.326,0.0,0.0893,0.47,155.865
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,2025-01-05,0.326,0.125,-32.45,0.148,0.703,0.706,0.18,0.306,106.974
4zbEItKoaRId1vRZkoO0Uh,Imagínate,"Danny Ocean, Kapo",2024-11-07,0.779,0.737,-4.667,0.109,0.134,0.0,0.0974,0.445,101.923
4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"Alleh, Yorghaki",2024-12-24,0.872,0.614,-5.618,0.181,0.0815,0.000207,0.135,0.785,126.957
2P6YMsU9jt22CXfizfudi3,Love Hangover (feat. Dominic Fike),"JENNIE, Dominic Fike",2025-01-31,0.648,0.78,-6.977,0.194,0.164,0.0,0.0971,0.668,147.956
24fRfn3FOM4xk02aE4wief,Vuka (feat. Thukuthela),"Oscar Mbo, Jazzworx, Thukuthela",2024-12-13,0.738,0.455,-10.965,0.0466,0.175,0.198,0.105,0.524,118.006
7MD8gswt08VhFwVF1PR8Mg,"Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato, Ego Slimflow, Tebogo G Mashego, Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii",2024-11-08,0.848,0.588,-10.935,0.0532,0.00115,0.00485,0.0523,0.301,113.002
7hO6BIPeHb0Y5v9bgXoxKg,Sohlala Sisonke,"Dlala Thukzin, Zeh McGeba, MK Productions",2024-09-27,0.715,0.765,-7.837,0.0363,0.124,0.0824,0.0391,0.733,118.026
0DGP0pRR8yz4OW2xxjIskt,Vuma Dlozi Lami (feat. Ancestral Rituals),"Issa sisdoh, Ancestral Rituals",2024-09-12,0.675,0.619,-8.775,0.0328,0.00155,0.0759,0.0456,0.759,117.988
4zZxynw8cwhCRlDl9pay2f,Diqabang,"Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba",2024-05-20,0.711,0.52,-11.103,0.0331,0.102,0.00152,0.13,0.363,111.993
0AQfRLzd7pQZcLtfh9Onb8,Shayi'Moto (feat. Seemah & Yanda Woods),"Mellow & Sleazy, Scotts Maphuma, Mr Pilato, Seemah, Yanda Woods",2024-11-08,0.853,0.773,-10.387,0.0565,0.0275,0.0175,0.0908,0.513,112.002
1blpjqXA4y03pWHnDbhs9l,Bo Gogo (feat. Tracy & Thatohatsi),"Kelvin Momo, Da Muziqal Chef, Tracy, Thatohatsi",2024-12-13,0.811,0.71,-11.21,0.0495,0.0147,0.0276,0.0928,0.534,113.003
2LeOHKRLm1Bz7eeNVinUYs,Esandleni,Nontokozo Mkhize,2025-01-24,0.477,0.683,-5.893,0.0395,0.0597,0.00045,0.335,0.495,99.768
34eKUydsaj9GeMTT1ybutO,Wishi Wishi (feat. Scotts Maphuma & Young Stunna),"Kabza De Small, Vigro Deep, DJ Maphorisa, Scotts Maphuma, Young Stunna",2024-10-18,0.861,0.622,-12.417,0.0727,0.0632,7.79e-05,0.253,0.413,112.009
021iZJ1jjc6cZZ4sMXvcW9,Romeo & Juliet,"Naledi Aphiwe, Mawelele",2025-01-22,0.744,0.562,-9.515,0.0475,0.241,0.0179,0.0593,0.691,125.989
21fhgH4tjYcAKzkzCuYyr6,Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap),"Blaq Major, BLESS THE GENTLEMAN, DJ KAP",2024-08-12,0.937,0.638,-6.094,0.0424,0.00877,0.0,0.0608,0.753,114.043
5tIt860TkOItU0BRafiyzd,Sigade Umzila,Mthandeni SK,2024-11-29,0.705,0.882,-7.342,0.0368,0.339,0.161,0.208,0.883,89.968
2NUL19ktYaXmes18Cz7HPn,Skuta Baba - Remix,"WOODBLOCK DJS, Buzzi Lee, Kane Keid, Cassper Nyovest, Kwesta, Tony Dayimane, Mvelost, Set Off, Somololo",2024-12-06,0.796,0.826,-7.976,0.0963,0.171,0.0,0.0739,0.727,98.001
0dI8174H04ATp4iEw0WkrT,"Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2Point1, BelloM, EPIC DJ, DJ Seneath, X-Morizo",2024-10-18,0.773,0.754,-7.588,0.0369,0.00723,0.0405,0.0191,0.528,112.997
567NwM1L86vGvZwiZfCsMo,Gucci,"Mthandeni SK, MaWhoo",2024-09-26,0.625,0.927,-5.446,0.0313,0.0212,0.011,0.304,0.863,146.727
0prPe1VYMLkXi2RMlOGaU6,PIKIPIKI (feat. Cowboii),"Scotts Maphuma, Shaunmusiq, CowBoii",2024-12-13,0.9,0.772,-5.193,0.0452,0.00744,0.014,0.627,0.342,112.003
2xXwT5A5sbPXJLtXasPSIY,Waze Wamuhle (feat. Mashudu),"Kelvin Momo, Sino Msolo, Stixx, Mashudu",2024-12-13,0.814,0.812,-9.547,0.0519,0.00887,0.26,0.041,0.624,113.009
3jTedBPHIIr48xoJchYHNH,Chokeslem,"Kharishma, Ba Bethe Gashoazen",2024-05-24,0.817,0.841,-4.173,0.0382,0.118,0.000216,0.0772,0.336,125.989
4QdFYz1hjkDVDTqAKmIdOx,"Ngibolekeni (feat. Sean 1401, LeeMcKrazy, Blxckie, Pcee, Madumane & Kabelo Sings)","DJ Maphorisa, Xduppy, Scotts Maphuma, Sean 1401, LeeMcKrazy, Blxckie, Pcee, Madumane, Kabelo Sings",2025-01-31,0.85,0.823,-8.95,0.0546,0.0126,0.000281,0.0609,0.746,112.012
6VBfzBgHu8tFeeg2ZQO4gH,Wayengenalutho,MENZI MUSIC,2024-12-06,0.591,0.962,-4.144,0.0397,0.201,2.27e-06,0.0849,0.93,68.517
79r4mAwHBAB1x5QnImlUM6,Ncono Siyeke,"Mshinwemali, Shenge wasehlalankosi",2024-09-10,0.455,0.799,-8.831,0.0359,0.384,0.0,0.575,0.868,99.729
6eyJuobFFGXLAOOkxrIdSV,All My Life,"Mawelele, Kwesta",2024-08-30,0.69,0.401,-9.186,0.0493,0.749,0.000522,0.111,0.463,95.009
6txAWGckgEGJIhLjhNdtE9,Residuals,Chris Brown,2024-04-10,0.58,0.645,-7.793,0.0821,0.342,0.0,0.108,0.171,114.905
2tUXE87QNnoVQZApV3uyVZ,Ngisakuthanda,"Zee Nxumalo, TBO, PYY Logdrum King, DJ Tearz, Dr Thulz",2024-09-06,0.767,0.814,-5.779,0.0555,0.00891,0.000751,0.0668,0.546,112.998
6slJQ4C1xXTVspSBxQ5Nrt,A-Z (Yashi Moto),"Vigro Deep, DJ Maphorisa, Kabza De Small, Uncool MC, Focalistic, Scotts Maphuma, Ricky Lenyora, Woza Sjax",2024-12-04,0.812,0.752,-7.129,0.0393,0.144,0.000123,0.382,0.0773,112.008
1DyNpDv4M8qBTthYIAPvqW,Phuthuma,"Cyfred, Scotts Maphuma",2024-08-16,0.885,0.677,-9.004,0.0532,0.0921,0.0035,0.0825,0.393,112.994
1AXW0WnNUceegJHGl3HWlJ,Rush Hour,Sminofu,2024-11-08,0.721,0.937,-4.87,0.112,0.142,0.000371,0.0561,0.804,159.973
5VI0jL3U1EVMKgh3e9KXZ6,Ungangilimazi (feat. Frank Mabeat),"Dj Moscow, Brandon Dhludhlu, Cnethemba Gonelo, Frank Mabeat",2024-10-11,0.83,0.549,-14.217,0.0575,0.0143,0.0014,0.0262,0.505,113.017
1hnB525vM5GrFr5AQIXQu8,Ndisize (feat. Ami Faku),"Caiiro, Ami Faku",2024-07-05,0.784,0.629,-8.35,0.0491,0.00634,0.259,0.0918,0.517,117.005
3RCMGDpJlWeEgCLhOz63oa,Ngiyakuthanda,MENZI MUSIC,2024-12-06,0.556,0.924,-5.459,0.0365,0.424,1.44e-05,0.335,0.833,136.027
219UdZ1b9vuUe45FK2JeWx,Bo Thata,"Babalwa M, Stixx, Nvcho",2024-10-25,0.766,0.64,-14.798,0.0476,0.0329,0.0726,0.0621,0.535,112.985
2f6K1uDICmz5TrZ7wAHdUm,Uyena - Live,Sjava,2025-01-31,0.355,0.849,-5.591,0.164,0.476,0.0,0.349,0.633,143.383
0X5qaCnHN98ELiqincjJwg,MaDlamini (feat. Mellow & Sleazy),"DoouShii, Scotts Maphuma, Mellow & Sleazy",2024-08-07,0.795,0.71,-9.251,0.0491,0.0554,0.114,0.129,0.579,111.997
5nVQ2bPZjV9wlD2hboLe6l,Awuhlabe Kabili,LIMIT NALA,2024-12-06,0.707,0.818,-7.133,0.0306,0.376,0.0,0.0476,0.95,105.02
2tWcS58WAV28MBFIVo3bhW,Kuye - Live,Sjava,2025-01-31,0.409,0.688,-6.715,0.0406,0.355,0.00179,0.258,0.166,98.991
1gM44tVZ9pfUe9v35Stp31,Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy),"Bassie, M-Touch, Ranger, Amaza, LeeMcKrazy, Tman Xpress",2024-06-07,0.79,0.662,-11.636,0.0495,0.0727,0.109,0.0261,0.678,113.006
1lOtpeO2I2cjvN2CvbnpGW,Dear Ex Yami,"Mduduzi Ncube, Fanatic SA, Stallin Matsitsa, Caeser, Ayanda Art",2024-09-13,0.679,0.765,-4.937,0.0658,0.351,0.00189,0.0864,0.793,150.011
62KQubjM0rmQ7L3VvybxrL,Vulani (feat. Thatohatsi & Tracy),"Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy",2024-12-13,0.689,0.507,-11.118,0.0705,0.0411,0.00333,0.0279,0.463,113.01
1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,2024-10-11,0.683,0.814,-3.505,0.0466,0.277,0.00826,0.0858,0.758,93.482
3H8XWGDteOl8nmUqeYrHw5,Uvalo,"Usimamane, Sjava",2024-09-13,0.532,0.414,-7.992,0.0935,0.652,0.00264,0.114,0.0987,159.958
0cnbEf12FLBWx9QnBlw1EL,Ama Gear,"Dlala Thukzin, Funky Qla, Zee Nxumalo, MK Productions",2024-07-03,0.769,0.535,-13.9,0.0473,0.482,0.764,0.0787,0.534,118.008
74fHbV1xwyNr2pVEcwD7w8,Sleepover - Live,Sjava,2025-01-31,0.415,0.627,-8.243,0.165,0.832,0.0,0.225,0.382,152.665
6COIIA7XjaExDj4fkCqaB9,Can't Get,"Casswell P, Nobuhle",2024-09-13,0.832,0.605,-7.441,0.0434,0.0911,0.0652,0.0471,0.762,113.003
71kUrvyFct6vdGHqobRle8,Thintha di phese,"Kharishma, Ba bethe Gashoazen",2024-10-29,0.749,0.674,-7.576,0.0989,0.413,5.3e-05,0.134,0.56,85.083
3CmacJj7VC4W6daC8BWd0h,Mất Kết Nối,Dương Domic,2024-11-22,0.492,0.399,-9.028,0.0443,0.82,0.0,0.133,0.236,131.811
1z5ebC9238uGoBgzYyvGpQ,toxic till the end,ROSÉ,2024-12-06,0.413,0.604,-5.628,0.0999,0.0498,0.0,0.114,0.296,167.232
1lcBt7LoEikqYmhUoa2cez,number one girl,ROSÉ,2024-12-06,0.288,0.377,-7.775,0.0317,0.288,0.0,0.101,0.135,175.43
0669gFIK8dYK9GGQ0K0QNF,Tràn Bộ Nhớ,Dương Domic,2024-11-22,0.71,0.768,-8.18,0.0515,0.56,0.000898,0.103,0.472,127.925
4eeflgjzTF8xN8U2E0dech,NGỰA Ô,"Dangrangto, TeuYungBoy, DONAL",2024-10-02,0.837,0.494,-9.535,0.12,0.0062,5.27e-06,0.0885,0.33,160.946
7G7mSV4BebkoHWwKTDvXu9,Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",2024-11-29,0.36,0.316,-9.954,0.0284,0.858,0.000212,0.23,0.229,76.844
3COYA2vgfcUhDyRlVpZy5p,PHÓNG ZÌN ZÌN,"tlinh, Low G",2024-09-18,0.717,0.693,-6.808,0.0646,0.185,0.00171,0.164,0.445,101.996
41DlPJXKTCypXdf2eSqa03,bình yên,"Vũ., Binz",2024-09-27,0.677,0.526,-8.375,0.0435,0.787,1.92e-05,0.0855,0.217,121.969
40pWxpbXoBYGPCiofujjZ6,Chăm Hoa,MONO,2024-10-22,0.715,0.617,-8.088,0.0298,0.0584,3.12e-06,0.204,0.46,107.989
2Pwou3Q2Cf59RxdX2V6MgV,Có Đôi Điều,Shiki,2024-06-27,0.42,0.59,-8.071,0.17,0.695,0.00374,0.168,0.406,89.959
31VNCmwspR7nVJ6kruUuJt,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,2024-06-08,0.854,0.636,-7.972,0.0406,0.527,0.0,0.135,0.858,125.512
7fCeYpR02Q8JVuD88hJZVT,Bầu Trời Mới,"Da LAB, Minh Tốc & Lam",2024-10-05,0.464,0.709,-5.431,0.0545,0.511,0.0,0.111,0.275,180.047
72NMPuJCRsOUoXQJdzVfdo,Track 06,"Tyronee, VSTRA, Obito",2024-12-05,0.778,0.58,-7.26,0.0425,0.452,0.000677,0.105,0.48,92.986
7mblTCdc14ylJ1JW71MODb,Giờ Thì,buitruonglinh,2024-12-12,0.44,0.504,-7.958,0.0499,0.487,0.000903,0.161,0.502,143.791
2GE2p2dFpxp7OIz2QOFBzW,"KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac",2024-08-26,0.657,0.67,-5.77,0.187,0.313,0.0,0.128,0.142,84.97
3Ids3RXurYBgySph53qWnB,Từng Ngày Yêu Em,buitruonglinh,2024-12-12,0.604,0.531,-7.252,0.071,0.701,6.08e-05,0.145,0.425,152.995
7gSQxwCpEMjg8wb6Y3oqe7,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",2024-08-06,0.577,0.587,-5.814,0.0369,0.69,0.0,0.268,0.5,131.52
2oVLEoBVDvYrGmzrU7dEm5,TRÀN BỘ NHỚ (feat. Dương Domic),"ANH TRAI ""SAY HI"", Dương Domic",2024-08-31,0.587,0.635,-6.275,0.0446,0.289,0.0,0.113,0.237,127.871
62bwj2FZsr0ljcap1FEf8g,"Đi Giữa Trời Rực Rỡ - From ""Đi Giữa Trời Rực Rỡ""",Ngô Lan Hương,2024-08-05,0.715,0.532,-8.739,0.0288,0.413,0.0,0.362,0.604,113.008
446ygEWkggc5FMbBPQSMuM,"SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)","ANH TRAI ""SAY HI"", HIEUTHUHAI, Dương Domic, Song Luân, JSOL, Trần Đăng Dương",2024-09-18,0.812,0.92,-4.552,0.0716,0.289,0.0,0.178,0.817,124.013
5XfGQZA0ioQAWUjlyJRcHc,1000 Ánh Mắt,"Shiki, Obito",2024-06-27,0.641,0.326,-8.716,0.0325,0.789,0.0,0.104,0.474,143.997
4tqXSj46umlymdIxqY8zso,giá như,SOOBIN,2024-06-25,0.748,0.474,-11.228,0.0354,0.206,9.43e-05,0.0832,0.446,124.975
265hQASPY3HFmUH38zZrSK,MOIEM,"Dangrangto, DONAL",2024-11-06,0.506,0.332,-11.503,0.0586,0.016,4.8e-06,0.109,0.0945,76.37
0e6fZkLArSmDIHnZcIua7t,Không Yêu Em Thì Yêu Ai?,"Vũ., Low G",2024-09-27,0.695,0.516,-10.086,0.0525,0.522,0.000168,0.0903,0.546,130.023
7ricDBUakN3N0YkkKE8Obu,Mi Refe,"Beéle, Ovy On The Drums",2024-12-05,0.588,0.634,-5.112,0.273,0.417,0.00111,0.0993,0.463,151.467
1Q9Efnm5csdCMFynISxL2x,PERFuMITO NUEVO,"Bad Bunny, RaiNao",2025-01-05,0.513,0.0302,-33.8,0.0701,0.996,0.977,0.15,0.557,120.026
0iKo4pNNjHHdKUcFARlfCa,EL CLúB,Bad Bunny,2025-01-05,0.516,0.611,-5.486,0.0555,0.458,5.34e-05,0.113,0.261,110.744
6TT5rB0Rwneb6ZaopHQir4,el ingeniero,"Alleh, Yorghaki",2024-12-24,0.808,0.671,-4.668,0.0931,0.0364,0.0,0.091,0.583,105.108
3YrTrs2hJbLklaBdhr4TrH,ETA - RMX,"ROA, De La Rose, Luar La L, Yan Block, Omar Courtz",2024-12-13,0.606,0.744,-4.661,0.208,0.436,0.0,0.109,0.558,87.993
634CTghcuEDy2FXcTsLG5m,una noche,"Alleh, Yorghaki",2024-12-24,0.878,0.754,-3.62,0.14,0.0214,0.0,0.0911,0.704,122.066
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",2024-09-20,0.56,0.681,-6.304,0.244,0.103,0.0,0.106,0.388,155.079
4c2Pc0NrfkesPR0jff6q3F,KETU TeCRÉ,Bad Bunny,2025-01-05,0.27,0.277,-32.187,0.0477,0.0177,0.485,0.111,0.082,111.353
6s9PpYbExKlHuJ8JMyep21,Bing Bong,"Yailin la Mas Viral, Puyalo Pantera",2024-11-06,0.92,0.797,-4.622,0.109,0.0087,0.000407,0.212,0.775,134.035
4JMBw3U0hNfxTAmjnm6Xio,No Tardes,Chris Baietta,2024-02-14,0.701,0.687,-6.422,0.0501,0.118,0.0,0.139,0.609,99.999
6VNXmo59yDYgcwLS17UNAW,CAFé CON RON,"Bad Bunny, Los Pleneros de la Cresta",2025-01-05,0.328,0.153,-26.802,0.0564,0.148,1.28e-06,0.397,0.0376,95.506
3mg9jYNC1NihbthlglzrWP,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",2024-11-08,0.848,0.712,-3.574,0.0981,0.221,0.0,0.106,0.692,91.98
50zAEIE4B1QqhPjRMK2Xmh,Running Wild,Jin,2024-11-19,0.487,0.711,-4.22,0.0322,0.000175,0.0,0.152,0.317,146.921
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",2024-10-17,0.744,0.709,-5.778,0.284,0.0501,0.0,0.0847,0.712,194.055
3G7agPwWfcORnWCAGMDOpm,LA MuDANZA,Bad Bunny,2025-01-05,0.565,0.926,-5.607,0.0573,0.975,0.944,0.131,0.971,173.978
60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,Beéle,2024-09-26,0.75,0.682,-3.825,0.0945,0.168,1.28e-06,0.112,0.618,100.036
0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,"Blessd, Anuel AA, Ovy On The Drums",2024-11-14,0.816,0.762,-2.864,0.0565,0.534,0.000404,0.0845,0.782,90.025
5DdLSEyKh8zgCrJq2hFj92,Yo sé,"Yan Block, TORRRES",2024-05-23,0.716,0.462,-9.847,0.128,0.68,0.0,0.132,0.626,136.045
7tCuCjhxzjX2XCz4JiiAsp,TURiSTA,Bad Bunny,2025-01-05,0.358,0.12,-30.487,0.523,0.456,0.0653,0.146,0.318,90.929
79x7xtoCLpf6l32Zz6mWo4,BOKeTE,Bad Bunny,2025-01-05,0.4,0.07,-32.756,0.0456,0.194,0.956,0.116,0.0344,124.927
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,2024-08-15,0.705,0.783,-4.783,0.0403,0.138,0.0,0.0984,0.454,103.001
14QaXYIK3K3QPtezqxRRPN,PIToRRO DE COCO,Bad Bunny,2025-01-05,0.636,0.667,-4.708,0.0323,0.25,6.95e-06,0.116,0.544,97.769
0Qe2g06yzLBuuSvVmFiweP,Hasta Aquí Llegué,"Nanpa Básico, Beéle",2024-11-07,0.641,0.657,-8.338,0.218,0.538,0.0,0.106,0.411,100.016
3LBYHlDSJOeUWSvCHXDWy5,VITAMINA,Danny Ocean,2025-01-23,0.767,0.7,-4.623,0.0507,0.147,0.0,0.0826,0.276,101.901
5pVJ3IlnpIorU44oXizzG5,Orion,"Boza, ELENA ROSE",2024-05-29,0.857,0.705,-4.775,0.183,0.322,0.00249,0.197,0.874,105.011
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",2024-08-23,0.786,0.707,-4.386,0.0635,0.0399,0.0,0.121,0.691,82.045
7lcbpfihslisNObKdHjyLo,IA,"Clarent, Mora",2024-10-17,0.706,0.631,-5.812,0.0366,0.656,0.0,0.227,0.289,111.93
5L7Cj7HFf7YcCb9GU1ySDt,"tranqui, te puedes enamorar","Alleh, Yorghaki",2024-12-24,0.73,0.602,-6.355,0.0662,0.373,0.0,0.114,0.673,100.056
5MKbWaXeSQSmzmo7gPQha1,Amor de Vago,"La T y La M, Malandro",2024-08-23,0.65,0.507,-7.27,0.111,0.706,2.47e-06,0.0725,0.603,179.984
064fLCSLFvjocxzHXAyA0W,Parte & Choke,"Jombriel, Alex Krack, Jøtta",2024-11-05,0.728,0.654,-3.976,0.365,0.00581,0.0,0.131,0.884,117.337
55mYWV1RJDUKziwn1Is0Vt,Se Me Olvida / Empelotica,LA NUEVA ESCUELA,2024-11-14,0.716,0.776,-4.088,0.104,0.242,0.0,0.152,0.631,90.095
7yif9yIhSCxhcPExFOktCp,Olvidarte (feat. Emilia),"Gordo, Emilia",2024-12-13,0.719,0.876,-6.371,0.0765,0.179,0.00173,0.317,0.149,128.021
5AGnkbWCiF9u4ra54N9X1a,"Luck Ra: Bzrp Music Sessions, Vol. 61","Bizarrap, Luck Ra",2024-12-27,0.704,0.89,-4.649,0.13,0.0623,0.0,0.0982,0.638,159.927
